text,label
一会 还 得 接着 去 我妈 给 的 转运 珠 那 是 嘻嘻 ,1
怎么 了 病 了 吗 严重 吗 妈妈 还给 你 转运 珠 不是 应该 给 儿媳妇 吗 ,6
一个 珠子 给 儿媳妇 可 拿不出手 呀 她 还有 宝贝 呢 哈哈哈哈 哈哈哈哈 ,1
妈 呀呀 大哥 今天 咋 那么 好看 重点 都 在 男票 身上 ,2
我 也 觉得 真的 好好看 他 看 我 的 时候 我 都 快 说不出 话 来 了 ,2
我 还 想 哥哥 们 我 留下 的 遗憾 太 多 下场 继续 努力 呦 ,3
嗯 呐 现在 就 差 合照 了 ,6
你 也 玩 wow 居然 知道 剧情 ,6
我 很多年 前玩过 根据 游戏 改编 的 估计 也 不 可能 复杂 到哪去 精力 都 放 特效 上 了 ,6
没想到 你 也 是 wower 我 这 几天 要 去 看看 到底 怎么样 ,6
不要 期望值 太高 可能 会 好些 ,6
恩 粗人 看看 热闹 哈哈 ,1
我 特别 喜欢 武术 节目 ,2
我 也 是 超 好看 感觉 各个 都 是 功力 深厚 啊 ,2
目前 最 喜欢 的 是 凉山 分会场 的 民歌 戏曲 和 武术 ,2
我 喜欢 凉山 的 开场 那 开场 红火 又 大气 ,2
是 哒 是 哒 我 特别 喜欢 火 元素 ,2
怎么 了 有 什么 不 开心 的 事 么 ,6
唉 … 就是 觉得 不 舒服 各种 不 舒服 ,3
我 以为 你们 吵架 了 嘛 ,6
嘿嘿 … 跟 他 很少 真正 吵架 的 就是 太热 了 心里 不 舒服 … ,3
我 也 热 死 了 而且 我 住 在 楼顶 要 老命 了 你们 就 好 了 感情 还 不错 噢 ,5
被 亲 弟弟 打 得 全身 都 是 伤 亲爸 没有 感情 亲妈 见面 就 吵 我 人生 是不是 就 到 这 了 ,3
你 一定 会 遇到 一个 对 你 很 好 的 人 因为 命运 对 所有人 都 是 公平 的 人 的 运气 是 守恒 的 ,2
我 就是 感觉 我 好像 被 上帝 遗忘 了 没 给 过 我 一件 好 事情 ,3
以后 的 路 还 长 一定 会 有 的 只是 时间 问题 ,2
我 觉得 好 奇葩 好 可怕 为什么 要 剖腹产 呢 ,4
没生 过 你 懂 什么 呀 对 自己 不 懂 的 事 谨慎 发言 ,5
你 生过 你 说 说 啊 ,5
评论 里 别人 都 说 了 不 需要 重复 虚心 看 评论 就 可以 了 ,5
哈哈 网上 搜 这款 全是 鹿晗 一直 想 买 看 有人 说 味道 大 所以 味道 怎么样 ,1
味道 是 有 的 我 刚刚 洗 了 下 等 晾干 后闻下 ,6
嗯 呢 跟 哪儿 买 的 啊 这 不是 日本 那个 吗 ,6
我 京东 商城 搜鹿晗 同款 口罩 你 选个 评价 多 比较 好 的 买 就 可以 ,6
哦 哦 我 看过 就是 怕 味道 大 ,4
我 刚刚 去 每个 都 闻 了 一下 没有 味道 了 ,6
好 哒 谢谢 但是 问题 关键 是 我 脸大 ,1
我 看 完 了 真 好看 ,2
你 为 嘛 进度 比 我 还 快 你 太宅 了 ,6
哈哈 是 的 三天 基本 没 出 过门 ,1
对 你 这种 行为 我 表示 很汗 很 汗 ,6
我 也 很 汗 哈哈 ,1
我 下周 就 去 嘻嘻 ,1
年休 自由 行 ,6
周末 自由 行 自己 买 的 机票 周五 去 周日 回来 ,6
现在 机票 多少 两天 好 赶 啊 ,6
我 买 的 时候 来回 才 700 不到 ,6
噶 便宜 的 那 酒店 已经 订好 了 闹 ,6
木有定 好 酒店 到时候 再说 说 ,6
教下 我 让 我 也 学习 下 ,6
等 你 长大 了 就 自然 会 懂 的 了 ,6
我 长大 了 也 成熟 了 ,6
嗯 嗯 那 你 慢慢 的 就 会 明白 的 了 ,6
但是 我 还是 不 懂 或许 我 是 在 逃避 ,6
我 之前 也 在 逃避 可是 逃避 的 时候 并 不见得 我 是 开心 的 倒不如 放开 让 自己 好过 点亲 ,6
我 不 知道 或许 我们 的 问题 不 一样 选择 也 是 不 一样 的 ,6
嗯 嗯 那 也 是 的 好好 爱 自己 ,2
玩 了 跳楼 机没 ,6
玩 了 过山车 不敢 玩 人 好多 啊 好多 啊 好多 ,4
过山车 上次 欢姐 玩 了 我们 就 在 下面 抬头 找 欢姐 … ,6
哈哈哈 我 不敢 玩 唉 倒 是 4d 坐飞机 的 那个 玩 了 两遍 ,1
我 也 不敢 跳楼 机 我 也 不敢 你 还 真的 是 谢 三岁 ,4
谢 三岁 哈哈哈 哈哈哈 当心 我 坐 地上 不 起来 ,1
你 坐 我 保证 不 扶 你 ,6
想 哭 我 刚刚 腿抽筋 了 右腿 抽完 抽 左腿 ,6
维维 没有 尝试 用 什么 方法 让 自己 变 双眼皮 吗 ,6
你 说 这话 我会 以为 你 是 卖 双眼皮 霜 的 ,6
不是 是 我 想 变变 变 ,6
不想 动 刀子 就 只有 贴 双眼皮 贴 但是 过程 漫长 效果 也 因人而异 ,6
好美 大气 这是 内蒙 ,2
好眼力 下 一站 攒钱 去 找 你 玩 ,6
热烈 期盼 啊 都 是 巴洛克式 建筑 就 缺个 会 凹 造型 的 哈哈 ,1
已经 迫不及待 了 你 先 凹 着 我 随后就到 ,6
祝福 9 9 有 宝宝 啦 ,2
哈哈 蟹 蟹 你 咋 不 给我发 个 放 闪 的 玫瑰花 动图 ,1
这个 大不大 发光 的 玫瑰 在 哪里 ,6
哈哈哈 厉害 了 感受 到 了 你 的 热情 ,1
注意 身体 哦 嘻嘻 熊猫 杯子 ,1
嗯 嗯 你 过来 给 你 用 哈 ,6
好 啊 可以 打包带 走 的 吗 嘻嘻 ,1
行 啊 我 买 过 一个 就是 啦 ,6
换 新 市长 了 没看 各个部门 现在 积极 的 很 ,6
当真 我 说 怎么 城管 最近 那么 爱岗敬业 好多 小吃摊 都 摆 的 整整齐齐 ,2
你 是不是 蚌埠 人 周 春雨 调 到 省里 当 副省长 了 ,6
你 还 说 对 了 我 真 不是 蚌埠 人 ,6
请问 背后 痘 印 可以 吗 ,6
为了 回答 你 我试 了 两天 手臂 的 一个 痘 印 能 淡化 的 ,6
wow 真的 谢谢 你 我 这 就 去 买 ,2
哈哈 去 吧 去 吧 使用 的 时候 记得 建立 好 耐受 哦 ,1
我 跟 你 缩 我 已经 用 了 半个 多月 了 我 的 痘 印好 了 很多 ,2
真无语 热门 那些 人 都 是 学校 的 水军 吧 … ,5
呵 我们 学校 有钱 买 水军 穷 的 不可开交 还 屹立 不倒 就是 给 你们 这种 人 看 的 ,5
我 就 呵呵 了 人家 明显 说 了 对 事 不 对 人 你们 可 倒好 听不懂 话 是 的 还 大学生 ,5
你 只 看 孙俪 下面 的 评论 啊 祝 看 一辈子 电视剧 ,5
你 可能 和 姓 g 的 人 有缘 ,6
宝贝 先回 我 vx 好 吗 ,6
哼 找 了 别的 小葛 还 穿 得 这么 暴露 ,6
快 见到 你 这个 小葛 了 ,6
爱 一个 人 也 就 不 像 原来 的 自己 了 啊 ,6
所以 不要 爱 了 啊 ,6
可是 啊 你 根本 分不清楚 究竟 哪个 是 真正 的 自己 啊 ,6
单身 的 自己 最 清醒 ,6
啊 哈哈 晨晨 你 太 迅速 了 ,1
大众 里 有 个 津三绝 连锁 还成 也 ,6
太好了 津 三 绝华 严北里 离 我 巨近 一会 买 去 ,2
那 咱俩 也 离 的 近 啊 我 在 老 科技馆 ,6
谈个 恋爱 需要 你 来 指手画脚 搞笑 说 的 好像 不 谈恋爱 会 找 你 一样 ,5
给 您 服 了 不是 人人 都 想 和 鹿晗 谈恋爱 我 打心 眼里 祝福 鹿晗 和 关晓彤 百年好合 不 祸害 别人 ,5
所以 说 不关 你 事儿 也 不关 别人 事儿 没 必要 打着 裁判 或者 粉丝 的 名义 捆绑 别人 控制 别人 的 恋爱 对象 ,5
行 吧 行 吧 评论 已 删 onlytimewilltell ,5
颜色 搭配 得 看起来 好 健康 ,2
哈哈 颠复 了 你 对 麻辣烫 的 印象 了 吧 ,1
对 对 第一次 见 这么 美好 的 麻辣烫 吧 ,2
长得 太 不 像 麻辣烫 就 感觉 是 一般 的 砂锅 ,6
这 是 走 不出 的 怪圈 当局者迷 啊 ,6
这 不 叫 当局者迷 这 叫 自私 ,6
自私 换个 角度 讲 的话 不 也 是 迷失 了 自我 么 ,6
太 深奥 了 你 这 … ,6
哈哈 反正 不是 啥 好事 不去 理会 就 好 了 ,1
咋 看着 男 的 像 熊梓 淇 哈哈哈 熟悉 的 教室 和 最后 一排 的 写照 哈哈 ,1
嗯 男主 就是 熊梓 淇 快乐 大本营 上 多 了 看 他 一本正经 演 霸道 总裁 我 好 出戏 ,1
哈哈哈 看 快乐 大本营 圈粉 了 幽默 又 可爱 哈哈 ,1
哈哈 差点 成 了 谐星 ,1
我能 分享 两个 手机 中 你 不要 的 那个 吗 ,6
不行 那 是 我 出卖 色相 得来 的 我 舍不得 ,6
那 我 就 勉为其难 要 你 现在 用 的 吧 ,6
我 也 送 你 王子 好 吗 不要 打 我 的 手机 主意 ,6
我 对 王子 没 兴趣 啊 你 业务 再 多 两个 也 够 了 不能 贪得无厌 啊 ,6
四爷 一定 是 你 勾搭 男生 的 方式 不 对 ,6
老 司机 带带 我 怎么 勾搭 男生 ,6
哈哈哈哈 我 不是 老 司机 我 也 单着 呢 让 我 教 你 这 很 尴尬 的 四爷 ,1
那 一定 是 你 勾搭 女孩 的 方式 不 对 ,6
哈哈哈哈 不 不 不 因为 我 压根 就 没 勾搭 ,1
叶子 都 红 了 吗 ,6
又 不是 香山 哪来 的 红叶 ,6
不是 啦 我 说 北京市 内 和 周边 啦 ,6
喔 喔 也许 都 快 落 了 ,6
完蛋 了 今年 估计 是 看不到 了 ,6
我 去 心里 默默 哒 邪恶 了 一下 ,6
噗 怎么 就 邪恶 了 呢 ,6
是 我 自己 邪恶 了 一下下 ,6
好 吧 是 想象力 太 丰富 了 吧 啦 啦 啦 ,1
这么 多年 终于 恭喜 了 ,2
以为 你 偏心 呢 哦 ,6
那 怎么 可能 哈哈 真 好 恭喜 恭喜 要 跟 我 男神 好好 的 ,1
你 赞 他 不赞 我 啊 我 就 觉得 你 偏心 哩 ,6
分享 一位 超棒 的 学长 的 文章 看到 下面 评论 觉得 很 寒心 不过 也 是 人之常情 人类 本能 是 拒绝 一切 新生事物 不是 吗 ,6
噗 英国人 电 竞圈 有 什么 成绩 吹 j8 ,5
这么 多年 了 还有 这种 固步自封 的 人 莫名其妙 的 优越感 和 自大 你 像 个 1792 年 穿越 到 现代 来 的 人 井底之蛙 还 能 沾沾自喜 ,5
吹 b 也 要 按照 基本法 谢谢 ,5
你 跟 我 说 什么 是 基本法 ,5
基本法 就是 成绩 说话 没 成绩 呼吸 都 是 错 的 ,5
侯 半仙 来 一挂 ,6
请问 这个 美女 你 是 要 算 前程 还是 算 姻缘 呢 ,6
半仙 半仙 我要 算 姻缘 姻缘 我 觉得 我 前程似锦 哈哈哈 哈哈 ,1
年底 之前 留意 你 身边 那些 被 你 忽略 却 一直 默默 关注 你 的 人 你 会 有 意想不到 的 感情 收获 ,6
这个 太 好玩 了 停不下来 ,2
我 也 是 还有 2 我 都 舍不得 玩 了 一玩 就 停不下来 ,2
我 玩 了 几遍 了 还 截 了 好多 图当 壁纸 中间 的 那些 简短 的话 仔细 想想 也 很 有意思 ,2
对 我 最新 截 的 是 「 世界 变幻 但 时间 从不 作答 「 生命 相承 殊途同归 ,2
我 想 把 一切 的 一切 都 找个 地方 给 射 了 射 在 墙上 床上 姑娘 的 肚子 上 ,6
怎么 你 一 说 出来 那 味儿 就 没宋 胖子 的 感觉 了 ,6
咋会 ,6
汉子 那种 意境 的 嘛 ,6
亲 你 上 大 几 啊 当初 也 考虑 去 这个 学校 来 着 ,6
大一 啊 来 啊 来 啊 我们 学校 叫 一个 人 的 学费 上 两个 人 的 课 ,6
不错 不错 好好学 姐姐 我 都 快 毕业 了 ,6
上外 的 我 当初 也 想 过 上 外 后来 不想 去 太远 ,6
哈哈 你 是 湖北 人 啊 我 还 吉林 的 呢 更 远 ,1
吉林 的 那好 远 啊 ,6
你 可 真 厉害 其他 家 就 不 爆肝 了 数据 了解 一下 再说 你 也 是 站 着 说话 不 腰疼 ,6
有些 人站 着 说话 不 腰疼 只能 怪 你 没有 给 你 喜欢 的 人 好好 投票 在 这 怨天怨地 怪 谁 ,5
20 强 数据 了解 清楚 再 来 说话 ,6
了解 再 怎么 清除 他 也 是 第五 不服 你 上 ,5
其实 靳东 的 手 也 还 好看 的 就是 不像 王凯 那么 纤细 ,2
哈哈 没 留意 过 老干部 的 手 … 对 手指 ,1
我 是 大哥 控 不过 蔺少 阁主 暂时 无感 ,6
配音 太 奇怪 了 我 控凯 凯王 ,6
尊重 你 信教 的 权利 但是 反感 你 在 网络 上 宣传 推广 ,5
奇怪 的 论调 你 做 鸵鸟 别人 也 必须 跟 你 一样 做 鸵鸟 ,5
你们 这些 人才 是 可笑 的 鸵鸟 不去 解决 现实 的 问题 妄图 寻找 精神 的 慰 借 可怜 可悲 可笑 ,5
先 解决 自己 做人 的 问题 解决 现实 中 的 问题 就 容易 了 ,5
那年 没 去 绍兴 后悔 了 或许 去 了 就 已经 安家 了 ,3
若来 了 绍兴 可能 真会 被 这 景色 迷恋 上 今天 在 杭州 西湖 选点 ,2
嗯 那 很 喜欢 那句话 因为 一个 人 恋上 一座 城 哈哈 下次 可以 来 运河 拱辰桥 着 拍拍 呦 ,1
好 的 今天 被 西湖 迷恋 了 ,1
我 那 时候 也 应该 留 一封信 给 我们 可爱 的 学弟 们 ,6
但是 被 发现 了 吗 ,6
被 发现 了 挺 好 被 你 的 有心 学妹 发现 希望 她 如 你 所 期盼 那般 好 下去 ,6
希望 她 混 的 比 我 成功 ,2
我 也 喜欢 他 我 还 喜欢 宁柯 ,2
愣 了 吧唧 的 宁柯是 唐嫣演 那个 不 我 咋 忘 了 ,6
恩对 就是 那个 郡主 ,6
亲 我 过些日子 找 你 去 啊 我爸 生病 了 勤劳 的 我 帮 我 妈 干点活 ,6
听 一半 没 听 清 还要 重听 ,5
私事 就算 了 谈 的 是 公事 实在 着急 就 打 我 电话 我 真的 是 不 喜欢 一个 一个点 开 语音 的 人 ,5
我 也 不 喜欢 有 的 时候 发 的 还 都 是 废话 一堆 语气词 真的 浪费时间 ,5
还 不如 直接 打电话 一下子 就 说 清楚 了 ,6
那 为什么 你 没 这个 勇气 呢 ,6
看得 多 了 就 胆小 了 其实 最 主要 是 没 遇见 可以 奋不顾身 的 人 ,6
呵呵 是 你 要求 太高 吧 身边 那么 多人 总有 一个 在 偷偷 的 为 你 付出 ,6
也 是 不 愿意 将 就 么 或许 有 吧 只是 现在 还 什么 都 没 发现 呢 ,6
你姐 嫁 到 那 的 吗 ,6
是 啊 去一趟 也 是 不 容易 ,6
我家 就是 那 的 公共交通 回 一次 确实 贼 麻烦 ,6
这么 巧 啊 你家 在 辉县 啊 有次 自己 去 的 做 了 几辆车 才 到 ,6
坐 大巴 方便 点 火车 高铁 都 贼 麻烦 欢迎 常去 哈哈哈 哈哈 ,1
嗯 啊 会 的 我 还 没 转完 呢 ,6
这样 人 肯定 会 有 的 放宽心 啦 ,6
再 让 我 看到 这种 情况 我要 挂 他 太气 不粉 干嘛 说 互粉 ,6
我 也 有 很多 像 这样 的 直接 取消 关注 就 好 反正 不怕 没人 是 吧 ,6
关键 是 他 骗人 伤 我心 ,5
这 是 在 哪里 惬意 呢 雨蒙蒙 的 别有 一番 意境 其实 比 太阳 底上 游船 好点 呢 ,2
在 乌镇 今天 下雨 了 很漂亮 ,2
乌镇 西塘 都 挺 好 的 好 好玩 哈 品品 当地 的 小吃 啥 的 ,2
嗯 嗯 天气 太 适合 了 很 有 湿意 ,1
我 昨天 买 了 两万 yoyow 赚 四十个 点 也 很爽 ,2
可以 的 朋友 有 眼光 ,2
剩者 为 王 能 上 bitfinex 的 币 应该 不会 太 差劲 打算 把 还 没涨 的 币 撸 一遍 佛系 炒币 ,6
可以 的 买 没涨 过 的 币 这个 思路 就 基本 告别 被 割 了 ,6
按 一下 开关 牛 就 变成 了 一个 傻狗 ,6
我要 被 笑 死 了 ,1
粑 粑 粑 粑 粑 粑 粑 快 看 明生 觉得 好笑 ,1
要 被 被 粑 儿 不接 梗 的 瓜汐汐 笑 死 的 ,1
亲 刮 完 几天 能 有 好转 啊 今天 刚去 刮 完 需要 打气 要 不 都 没有 信心 了 ,6
很快 的 我 三天 就 好 了 医生 开 了 5 天 的 止痛药 我 都 没 吃 完 ,6
你 的 伤口 肉 都 已经 长 好了吗 大概 多少 天 ,6
没 呢 我 也 是 前 几天 才 去 医院 把 药纱取 了 还是 一个 大洞 不敢 用 这边 要 吃 嚼 东西 怕 掉 洞里 去 ,3
帽子 有 链接 么 谢谢 ,6
帽子 街边 随便 买 的 没有 链接 哈 ,6
你 带 起来 感觉 质感 很 好 ,2
拍照 的 时候 阳光 好 ,2
到底 是 升值 好 还是 贬值 好 啊 ,6
那 看 你 是 赚 美元 还是 花 美元 了 对 中国 经济 而言 肯定 是 美元 升值 好 ,6
美元 升值 了 买 美国 货 不 就 贵 了 么 ,6
我们 是 贸易 出口国 我们 卖 给 美国 的 远 比 买 美国 的 多 的 多 而且 美元 升值 有利于 出口 推动 国内 就业 就是 留学 党 有点 亏 ,6
这 条 消息 内容 太 丰富 ,2
省市 实习 去 广西 可惜 不是 去 江苏 儿子 我 想 你 了 ,6
快去 广西 给 我 探 探路 ,6
就是 去 干活 的 想 什么 呐 不过 希望 去次 漓江 ,6
我 上次 买 了 2 个 不行 ,6
挺 方便 的 你 买 的 是 变异 了 么 纹路 不 对 ,6
没 这么 红 我 这 淡红色 也 没得 味道 10 块钱 浪费 了 ,6
我 这个 还 不错 味道 也 很 正 ,2
爱 你 哦 么 么 哒 ,2
又 不是 真的 生日 啊 ,6
对 我 来说 就是 哦 我 喜欢 阳历 ,2
可 我 喜欢 阴历 啊 ,6
居然 开始 穿 长袖 了 ,6
我 一回 踏入 沈阳 就 没能 穿 短袖 吊带裙 子 哼 ,6
不 喜欢 夏天 的 我 很 是 羡慕 ,6
你 来 还 能 玩雪 ,6
我 比较 好奇 吵 完 谁 先 给 台阶 下 ,6
要 什么 台阶 直接 上 和 事 钻 ,6
什么 是 和 事 钻 呀 宝宝 还 小宝宝 不 懂 ,6
低头 向下 看 you vegotit ,6
贝唯 不是 叫 小 母狗 吗 ,6
我 的 天 哪 快要 被 没脑子 的 笑 死 心疼 抱抱 楼主 ,6
他 把 我 拉 黑 了 不然 我 还 得 跟 他 掰 扯 掰 扯 ,6
我 说 这 突然 消失 的 对话 ,6
这是 卷发 棒 烫 的 好 严重 啊 ,3
是 啊 卷发 棒 烫 的 ,3
你 要 不要 去 买点 烫伤 药 什么 的 ,6
都 好 几天 了 已经 结痂 了 涂 了 那个 泰国 的 青草 膏 ,6
我 之前 也 试过 不过 好多年 没有 梦到 了 ,6
半夜 被 这种 噩梦 惊醒 超级 恐怖 ,4
印象 最 深刻 的 是 当然 尿急 不敢 上 厕所 总 觉得 除了 床 其他 任何 地方 都 是 蛇 吓死 我 了 ,4
好 可怕 这个 梦醒 了 都 会 被 吓 好久 ,4
我 早 买 了 没肚 肚时 穿着 不 舒服 我 再 收藏 一阵 ,6
我 这个 很 贴 诶 不过 不能 调节 ,6
我刚 去取 结果 了 大夫 不 给 加号 看 结果 明天 还要 一早 去 挂号 看 结果 我 讨厌 这 sb 医院 了 ,5
来 复兴 吧 都 不用 自己 取 ,6
晕 我们 超龄 了 讨厌 的 破 医院 分诊 台 的 老 护士 特欠 抽 天天 一付 让 人 气愤 的 嘴脸 ,5
瞧 把 你 乐 的 跟 不要 钱 还 倒贴 似的 ,6
买 到 就是 赚 到 ,6
秒 回 啊 看来 也 是 闲 的 哈哈 ,1
呃 呃 正好 手机 在 回 消息 看见 滴 ,6
我 不知情 毫不 知情 ,6
笑 死 了 你 懂 我 的 眼神 ,1
哈哈 某人 等 下 一上 微薄 想象 下 他 的 表情 ,1
笑 死 了 我们 都 爱 把 他 不为人知 的 一面 血淋淋 的 展现 在 众人 面前 ,1
这个 狗狗 带 着 项链 好多 人 都 没有 这么 好 的 项链 呢 ,6
就 戴 上 拍 一下 照 ,6
趋 中心 回归 指 什么 ,6
在 某些 方面 远 优于 平均 水准 的 人 他们 的 后代 会往 平均 水准 回归 的 概率 要 比 父母 更 优秀 的 概率 更大 ,6
香 山脚下 的 卧佛寺 四合院 不错 推荐 一下 ,2
正 希望 有 北京 的 朋友 可以 给些 建议 你 就 灵犀 了 感谢 ,1
嘿嘿 那里 很 是 清静 幽雅 小 院子 里 有 梨树 黄昏 时 三两 好友 坐在 树 下品 一壶 清茶 悠哉 ,1
你 这样 几句 已 让 我 欢喜 ,1
希望 今晚 的 抽奖 能 中 ,2
不 存在 的 我 已经 绝望 了 ,3
刚刚 发现 你 中奖 了 ,6
那个 是 假 的 骗子 ,5
最后 一张 最 销魂 了 ,2
额 点睛 之作 啊 哈哈 ,1
病 的 不清 啊 一 晚上 ,6
啊啊啊 啊 啊啊啊 累 了 不再 爱 了 ,6
高赫 好像 吃 好吃 的 去 了 ,6
是 在 哪 看到 的 我 也 要 看看 不要脸 的 吃 啥 去 了 ,6
给我发 信息 说 的 屋 都 不 收拾 了 ,6
偷摸 出去 的 俩 人 ,6
只 跳 了 300 多 但是 也 不想 花钱 没意思 ,6
我 朋友 跳到 500 多 没有 用 外挂 她 随便 帮 我 玩 也 要 到 200 ,6
我 朋友圈 最高 600 的 ,6
而 我 重来 都 没有 跳到 过 100 ,6
这届 姿势 水平 不 对 啊 ,5
real 反感 这种 不 查资料 伸手 要 成果 的 人 ,5
我 觉得 自己 先看 找 了 问题 再 问 吧 什么 都 不 看 简直 … ,5
对 哇 论文 里面 写 的 清清楚楚 ,6
吃饱喝足 就是 睡 布丁 太 舒服 了 ,2
所以 她 长 这么 快 ,6
她 穿 这个 小 袜子 会 不会 不会 走路 了 ,6
不会 还是 上天入地 的 后面 把 袜子 自己 脱 了 要 开始 袜子 大战 了 ,6
真的 的 羡慕 你们 手速 12 排 的 我 瑟瑟 发抖 ,6
2 点过 了 票 才 出来 紧张 的 要死 ,4
我 2 点 零 1 分点 进去 前面 就 没有 了 中间 都 是 点 一个 消 一个 所以 直接 买 了 12 排 ,6
我 和 我 朋友 一起 抢 的 看 谁 位置 好 就 选 哪个 ,6
第 4 张 你 媳妇儿 好美 啊 ,2
哈哈 谢 啦 太 会 聊天儿 了 ,1
真的 那 张照 的 好 仙 ,2
当天 可以 说 是 天时地利人和 ,6
没 打针 的 狗 也 敢 买 ,5
所以 我 听到 这 消息 比较 难受 ,3
不要 告诉 我 是 甘 棠湖 旁边 买 的 ,6
是 啊 无良 狗商 这么 小 的 小狗 也 拿 出来 卖 不是 断送 小 生命 ,5
抖 腿 抖 腿 抖 腿 ,6
对 对 对 不光 是 吃饭 的 时候 任何 时候 都 好烦 ,6
是 的 很想 一手 把 ta 按住 ,6
你 头像 太 可爱 了 嘻嘻 ,1
黄西 哥哥 父母 关系 要 怎么 调解 呢 我 在 中间 好 难受 啊 ,3
人家 名 人才 没 时间 理 你 还 不如 问 我 ,6
哈哈 所以 你 知道 吗 ,1
找 一件 大 目标 给 他们 或是 短期 目标 也 行 前提 是 他们 都 关心 或是 感兴趣 他们 就 没 时间 吵 了 ,6
我妈 要 出去 工作 了 然后 我 在 家里 以前 和 我 妈 一个 阵营 过 的 我 咋 和 我 爸 不 那么 尴尬 呢 ,6
那有 什么 尴尬 的 你 是 他们 的 宝贝儿 ,6
谢谢 你 陪 我 聊 了 这么久 ,1
名人 是 要 守 收费 的 我 不要 ,6
大哥 小腿 用 不用 练 ,6
如果 有 条件 最好 练 ,6
谢谢 大哥 回复 我 觉得 你 完全 可以 去 当 教练 了 ,1
我 可 没 那个 兴趣 ,6
还是 大爱 贝壳 头 么 么 哒 ,2
我 还是 比较 喜欢 耐克 经典 ,2
耐克 14 年 新款 看起来 蛮 好 哎 就是 air 系列 的 五彩 的 那种 好难 形容 ,6
一般 新款 都 要 第二年 才 买 的 桌 … ,6
那 岂 不是 永恒 的 过时 款 么 么 哒 ,6
中国 人 抢货 能力 太强大 … 不过 有些 鞋子 的 款式 是 永不 过时 呢 ,6
我 的 鱼 啾 咪 不要 和 你 分手 明天 去 领证 吧 ,6
这 速度 快得 有点 晕车 啊 ,6
又 不是 第一次 开车 了 ,6
不是 第一次 开车 是 第一次 坐 老 司机 开 的 车 ,6
点 都 没变 好久 生 ,6
12 月 25 的 预产期 我要 冒火 老 ,6
哈哈 好日子 撒 不过 好 冷 噢 ,1
我 想 她 提前 出来 为 撒子 我 觉得 你 没有 怀 好久 斗生 了 我 觉得 我怀 了 好久 了 ,6
我 2 月份 晓得 8 月 就 生 了 ,6
你 又 把 哪个 伤害 罗 ,6
我 看起来 那么 像 坏人 吗 ,6
那 就是 把 坏人 伤害 罗 ,6
你好 适合 搞 推理 哟 ,2
怎么 了解 进入 不了 就 当 别人 世界 的 旁观者 ,6
是 一个 朋友 发生 了 一些 争执 而 根源 不过 是 个性 的 差异 和 太 多 的 误会 ,6
其实 不用 过多 解释 只要 提出 自己 的 想法 之后 如果 他 还 继续 闹 你 就 会 发现 一切 都 不 值得 生气 和 争吵 ,6
已经 散掉 了 人 和 人 之间 的 关系 简单 又 单纯 相容 不相容 ,6
上 cp 不 头等 勒 ,6
上 头等 拆咯 cp 只 轻松 飞 这个 ,6
那 头等 的 就 不 上 了 哇 ,6
上 了 头等 上 了 ,6
玄彬 电影 共助 玄彬 电影 共助 大发 我 还是 最爱 他 的 侧颜 ,2
我 也 偏爱 侧颜 多一些 好看 就是 好看 ,2
今天 已经 看到 眼花 了 ,6
昨天 嚎叫 了 一整天 今天 已经 没 力气 了 就是 默默 收图 默默 花痴 ,6
这种 眼花缭乱 的 日子 还 得 持续 一段时间 坚持 住 不 出来 想 出来 的 太 频繁 了 又 觉得 累 果然 粉 随爱豆 懒 ,6
哈哈哈 哈哈 对 坚持 住 觉得 自己 好 没用 哦 看 帅哥 还 看累 了 ,1
这个 版本 感觉 不错 哇 ,2
嗯 嗯 哈哈 是 呀 ,1
淋淋 巡演 准备 去 哪场 ,6
就是 重庆 9.26 这场 票 都 买好 了 就 坐等 了 ,6
哈哈 我 去 上海 的 会 不会 请 嘉宾 呢 ,1
不 知道 也 应该 会 有 惊喜 哦 ,6
这个 太太 的 文 好看 ,2
嗯 嗯 文笔 真 好 能 把 一个 老套 的 故事 讲 的 特别 生动 打动 人 ,2
他 的 古 耽 阶下囚 折枝 为兄 都 好看 ,2
嗯 嗯 前 一阵 刚 看过 为兄 好看 ,2
我 中考 完 也 去 桂林 了 也 是 按着 导游 的话 说 的 拿出 20 元 钱 ,6
嘿嘿 你 下次 还 去 哪里 我 强烈要求 和 你 一起 ,1
我 再 过 10 来天 就 去 上海 你 来 不来 哈哈 ,1
那 我 还 没 玩儿完 呢 以后 的 吧 一定 叫 我 哦 ,6
意识 落后 比 什么 都 可怕 ,5
思维 改不 过来 再 怎么 文化 高 自己 都 会 把 自己 走进 死胡同 ,5
是 的 思维 和 文化 高低 没太大 关系 ,6
自己 束缚 了 自己 干 了 这毒 鸡汤 ,6
最帅 的 一张 快 赶上 我 了 ,2
我 就 没 好意思 艾特 你 了 辉儿姐 我 怕 你 把 我 取消 关注 啊 ,6
辉姐 一看 就是 这 意思 赶紧 夸夸 不过 真的 很帅 ,2
哈哈 谢谢 辉姐 不要 帅 看 得 过去 我 就 满足 了 ,1
说 了 好久 要 去 一直 没 去 ,6
其实 一般般 哦 建议 不要 抱太大 期望 哈哈 ,1
好 吧 就是 每次 路过 的 时候 觉得 简洁 得 好 特别 ,6
对 对门头 确实 巨 好看 没错 了 ,2
我 也 买 了 这个 巨好 用 现在 每天 喝 三碗 哈哈哈 ,1
